Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_329.jpg,-15,0,0,0,74.10768,70.13147,359.9574,67.20602,0.02096898
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_372.jpg,-15,0,0,0,74.10768,70.13147,359.962,64.50603,0.02248698
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_457.jpg,-13.20057,0,0,0,74.10768,70.13147,359.9685,61.12198,0.02442093
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_499.jpg,-11.19957,0,0,0,74.10768,70.13147,359.9719,59.77804,0.02543601
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_541.jpg,-9.304996,0,0,0,74.10768,70.13147,359.9755,58.66141,0.02641636
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_582.jpg,-7.395717,0,0,0,74.10769,70.13146,359.9792,57.77394,0.02731687
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_625.jpg,-5.521502,0.1249477,0,0,74.10743,70.13116,359.9747,57.78085,0.02971255
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_669.jpg,-3.593729,0.2534658,0,0,74.10793,70.13191,-0.000687269,57.70724,0.02981352
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_754.jpg,0,0.5055088,0,0.02064743,74.11055,70.13603,0.1121584,57.86162,0.02923659
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_795.jpg,0,0.6400133,0,0.0497664,74.11273,70.1395,0.1983128,57.73959,0.02923919
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_836.jpg,0,0.7629429,0,0.06893201,74.11546,70.14383,0.3015931,57.72078,0.02878392
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_922.jpg,0,1,0,0.1138511,74.12341,70.15591,0.5583366,57.86885,0.001510384
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_10_967.jpg,0,1,0,0.149078,74.12847,70.16428,0.7129915,57.85194,-0.000657123
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_007.jpg,0,1,0,0.1935081,74.13431,70.17369,0.8727718,57.89928,-0.000287168
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_051.jpg,0,1,0,0.2178456,74.14512,70.1911,1.149693,57.94941,0.000603953
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_094.jpg,0,1,0,0.2884726,74.1528,70.20362,1.302089,57.92149,0.002824239
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_137.jpg,0,1,0,0.301389,74.15967,70.21428,1.304626,57.96554,0.002527238
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_180.jpg,0,1,0,0.3280812,74.1673,70.2261,1.246187,58.00668,0.002377921
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_230.jpg,0,1,0,0.3893434,74.17953,70.24569,1.134941,57.83691,0.000807401
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_312.jpg,0,1,0,0.4564008,74.19929,70.27744,1.091708,57.86977,-0.000326761
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_354.jpg,0,1,0,0.4913987,74.21031,70.29512,1.098999,57.87637,-0.000331405
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_396.jpg,0,1,0,0.518519,74.2223,70.31437,1.132354,57.89262,0.000293996
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_439.jpg,0,1,0,0.5489119,74.2354,70.33541,1.192698,57.89552,0.000703182
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_492.jpg,0,1,0,0.5912619,74.24887,70.357,1.235968,57.8766,0.000754271
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_523.jpg,0,1,0,0.6270784,74.26249,70.37875,1.233555,57.92584,0.000713707
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_567.jpg,0,1,0,0.6480889,74.27695,70.40193,1.226712,57.94943,0.000875746
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_611.jpg,0,1,0,0.6949241,74.2997,70.43855,1.199642,57.94238,0.000893243
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_656.jpg,0,1,0,0.7454955,74.31572,70.46435,1.183962,57.93511,0.000579863
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_701.jpg,0,1,0,0.7677434,74.33292,70.49208,1.202522,57.97628,0.000219041
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_745.jpg,0,1,0,0.8175641,74.35061,70.52069,1.214075,57.965,0.00119411
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_789.jpg,0,1,0,0.8434995,74.36923,70.55073,1.230932,57.95058,0.001147897
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_832.jpg,0,1,0,0.8859757,74.39821,70.59746,1.236186,57.91736,0.000963334
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_872.jpg,0,1,0,0.9304204,74.41841,70.63,1.233415,57.91917,0.000884287
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_916.jpg,0,1,0,0.9634184,74.43924,70.66352,1.223815,57.92355,0.000846283
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_11_958.jpg,0,1,0,0.9958709,74.46064,70.69797,1.209264,57.90108,0.001365675
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_002.jpg,0,1,0,1.022066,74.48292,70.73377,1.215034,57.89933,0.000449773
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_042.jpg,0,1,0,1.061988,74.50594,70.77081,1.225555,57.90361,0.000864163
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_085.jpg,0,1,0,1.093326,74.52959,70.80883,1.230813,57.90943,0.000866914
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_126.jpg,0,1,0,1.124731,74.55381,70.84777,1.228382,57.91982,0.000785092
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_170.jpg,0,1,0,1.154155,74.59142,70.90829,1.230039,57.9371,0.000806415
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_212.jpg,0,1,0,1.202967,74.61723,70.94983,1.22628,57.94446,0.000846657
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_254.jpg,0,1,0,1.230175,74.64377,70.99257,1.229408,57.97111,0.000755844
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_296.jpg,0,1,0,1.262521,74.67096,71.03639,1.234197,57.99031,0.000693986
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_338.jpg,-1.881143,1,0,1.295732,74.69911,71.081,1.236337,57.92322,0.001472996
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_381.jpg,-3.792077,1,0,1.32477,74.72853,71.12639,1.240957,57.75281,0.002393048
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_424.jpg,-5.694985,1,0,1.356588,74.75919,71.17215,1.236118,57.44451,0.002162712
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_468.jpg,-7.610768,1,0,1.38626,74.79149,71.21848,1.23597,57.02532,-0.00519103
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_510.jpg,-9.596273,1,0,1.418317,74.84282,71.28861,1.234798,56.16133,359.9713
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_552.jpg,-11.50238,1,0,1.462282,74.87894,71.33564,1.226336,55.4604,359.9514
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_593.jpg,-9.610803,1,0,1.49226,74.91589,71.38345,1.21159,54.79653,359.9502
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_638.jpg,-7.732951,1,0,1.524157,74.95372,71.43228,1.203136,54.23407,359.9597
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_682.jpg,-5.740979,1,0,1.555581,74.99239,71.48235,1.206935,53.79057,359.9787
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_723.jpg,-3.773717,1,0,1.58744,75.03187,71.53381,1.231859,53.47512,0.001583075
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_767.jpg,-1.912088,1,0,1.617782,75.0722,71.58629,1.264787,53.27568,0.004392882
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_810.jpg,0,1,0,1.646681,75.11275,71.63987,1.286178,53.2061,0.003041775
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_852.jpg,0,1,0,1.677659,75.1743,71.7221,1.29373,53.18799,0.001437961
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_894.jpg,0,1,0,1.724455,75.21593,71.77808,1.283558,53.19168,0.001184321
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_937.jpg,0,1,0,1.755518,75.25829,71.83509,1.272867,53.19776,0.000699627
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_12_981.jpg,0,1,0,1.787569,75.30148,71.89332,1.277987,53.20676,0.000983445
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_025.jpg,0,1,0,1.816605,75.34535,71.95247,1.280361,53.21462,0.001075089
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_067.jpg,0,1,0,1.846986,75.38995,72.0126,1.284212,53.22125,0.001104393
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_109.jpg,0,1,0,1.876484,75.43523,72.0737,1.285988,53.22846,0.001103994
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_152.jpg,0,1,0,1.906764,75.50456,72.16724,1.292999,53.24135,0.001121824
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_195.jpg,0,1,0,1.952468,75.55163,72.23077,1.295275,53.24815,0.001120517
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_237.jpg,0,1,0,1.982593,75.59937,72.29525,1.294854,53.25555,0.00111945
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_281.jpg,0,1,0,2.012635,75.64786,72.36076,1.298951,53.26373,0.001144778
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_323.jpg,0,1,0,2.042327,75.69704,72.42722,1.302283,53.26966,0.001186625
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_366.jpg,0,1,0,2.071431,75.74693,72.49464,1.305922,53.2782,0.001182303
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_409.jpg,0,1,0,2.101834,75.79748,72.56297,1.30521,53.28519,0.001180328
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_453.jpg,0,1,0,2.131633,75.87466,72.66735,1.310594,53.29699,0.001211528
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_497.jpg,0,1,0,2.175772,75.92693,72.73808,1.310124,53.30384,0.00120595
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_539.jpg,0,1,0,2.205411,75.97993,72.80981,1.312944,53.31193,0.001217454
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_584.jpg,0,1,0,2.234689,76.03365,72.88251,1.31793,53.31942,0.001253831
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_627.jpg,0,1,0,2.263917,76.088,72.95609,1.317446,53.32632,0.001239847
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_672.jpg,0,1,0,2.293377,76.17084,73.0683,1.321423,53.33831,0.001268111
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_718.jpg,-1.996475,1,0,2.336998,76.22736,73.14399,1.325732,53.24693,0.002053635
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_759.jpg,-4.048509,1,0,2.365675,76.28531,73.21991,1.32552,52.99501,0.00330264
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_803.jpg,-5.926168,1,0,2.393458,76.34494,73.29566,1.312142,52.57103,359.9917
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_849.jpg,-7.890024,1,0,2.422243,76.40658,73.37116,1.295731,51.96902,359.9623
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_894.jpg,-9.963053,1,0,2.449187,76.50249,73.48334,1.238397,50.74739,359.9033
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_937.jpg,-11.97005,1,0,2.489119,76.56901,73.55704,1.175598,49.74635,359.8483
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_13_982.jpg,-10.00289,1,0,2.515144,76.63698,73.63063,1.10016,48.77666,359.7982
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_027.jpg,-7.975738,1,0,2.543975,76.70644,73.70449,1.027978,47.94197,359.7487
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_071.jpg,-5.955669,1,0,2.573499,76.81306,73.81631,0.935629,46.97836,359.6834
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_116.jpg,-4.018486,1,0,2.616285,76.8856,73.89169,0.8862433,46.50429,359.6512
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_161.jpg,-1.970783,1,0,2.644641,76.95905,73.96816,0.8518139,46.20205,359.6343
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_203.jpg,0,1,0,2.673345,77.03333,74.04598,0.8407081,46.08373,359.6309
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_247.jpg,0,1,0,2.700757,77.10857,74.12489,0.8505508,46.05021,359.6356
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_291.jpg,0,1,0,2.728097,77.22309,74.24513,0.8910846,46.05508,359.6647
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_334.jpg,0,1,0,2.768701,77.30055,74.32647,0.9321615,46.06755,359.6978
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_379.jpg,0,1,0,2.796134,77.379,74.40874,0.9872776,46.08027,359.7367
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_425.jpg,0,1,0,2.82407,77.45824,74.49196,1.050532,46.09785,359.7853
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_468.jpg,0,1,0,2.851444,77.53829,74.5761,1.121109,46.11665,359.8421
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_512.jpg,0,1,0,2.878749,77.65994,74.70399,1.242077,46.14572,359.9354
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_557.jpg,0,1,0,2.919544,77.74205,74.79033,1.328687,46.16527,-0.000476747
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_609.jpg,0,1,0,2.946482,77.82534,74.87648,1.391382,46.15654,0.004197268
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_687.jpg,3.928077,1,0,3.001915,77.99077,75.05137,1.383479,46.54397,0.000816659
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_731.jpg,5.878673,1,0,3.031187,78.11386,75.18664,1.342043,47.24531,0.004438385
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_776.jpg,7.817819,1,0,3.072261,78.19517,75.27941,1.322555,47.89534,0.0408101
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_820.jpg,9.868466,1,0,3.097085,78.27531,75.37418,1.290028,48.73593,0.09951594
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_863.jpg,7.901878,1,0,3.121507,78.35516,75.46992,1.230072,49.57778,0.1381839
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_905.jpg,5.969526,1,0,3.149262,78.4349,75.56698,1.159931,50.30123,0.1709184
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_950.jpg,4.056706,1,0,3.177509,78.55473,75.71532,1.067434,51.08844,0.2275539
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_14_993.jpg,2.031134,1,0,3.218611,78.63521,75.8158,1.021354,51.42344,0.2628581
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_036.jpg,0.106479,1,0,3.24533,78.7167,75.91715,0.9887036,51.57611,0.2820383
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_079.jpg,0,1,0,3.271809,78.79899,76.01965,0.9750053,51.63027,0.2963907
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_123.jpg,0,1,0,3.297937,78.88205,76.12316,0.9746155,51.63967,0.3010705
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_166.jpg,0,1,0,3.323524,78.96587,76.22758,0.981923,51.63257,0.2913001
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_209.jpg,0,1,0,3.350464,79.05044,76.33304,1.001969,51.61745,0.2742158
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_253.jpg,0,1,0,3.375924,79.17872,76.49313,1.055775,51.59271,0.2364715
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_294.jpg,0,1,0,3.415462,79.26522,76.60094,1.101248,51.57141,0.1989246
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_338.jpg,-1.869442,1,0,3.441517,79.35303,76.70933,1.159686,51.45741,0.1457058
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_379.jpg,-3.847096,1,0,3.467015,79.44263,76.81785,1.230127,51.1791,0.06734864
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_422.jpg,-5.690366,1,0,3.491901,79.53371,76.92661,1.308748,50.73525,-1.83E-05
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_465.jpg,-7.624258,1,0,3.516806,79.62611,77.03512,1.369877,50.11935,359.9531
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_508.jpg,-9.566386,1,0,3.540569,79.71985,77.14241,1.376337,49.29221,359.9184
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_549.jpg,-11.50859,1,0,3.562557,79.81518,77.24776,1.307948,48.2159,359.8975
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_632.jpg,-15,1,0,3.612779,80.06765,77.50042,1.015424,44.76465,359.6335
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_672.jpg,-15,1,0,3.645062,80.17284,77.59726,0.8255826,43.21583,359.4926
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_716.jpg,-13.18612,1,0,3.66744,80.28078,77.69198,0.6187415,41.74876,359.323
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_797.jpg,-9.465611,1,0,3.716147,80.50323,77.87685,0.1661257,39.31083,358.9633
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_839.jpg,-7.573748,1,0,3.739567,80.61743,77.96774,359.935,38.37841,358.794
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_880.jpg,-5.682021,1,0,3.763245,80.73386,78.06017,359.8167,37.71399,358.7218
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_920.jpg,-3.861113,1,0,3.776975,80.85258,78.15428,359.8182,37.27938,358.7596
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_15_962.jpg,-2.02581,1,0,3.793055,80.97356,78.24965,359.9236,37.0475,358.8841
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_004.jpg,-3.91925,1,0,3.80988,81.09824,78.34393,0.07204427,36.63851,358.9758
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_048.jpg,-5.804492,1,0,3.852178,81.22456,78.43636,0.1808154,36.14282,359.046
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_129.jpg,-9.483931,1,0,3.898879,81.48321,78.61581,0.3458408,34.62693,359.1161
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_211.jpg,-9.631093,1,0,3.944454,81.81635,78.82809,0.3490781,31.95594,359.1407
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_252.jpg,-7.754953,1,0,3.981626,81.95274,78.91004,0.3124224,30.99812,359.1316
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_293.jpg,-5.869442,1,0,4.006286,82.09104,78.99082,0.2757376,30.2088,359.1075
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_336.jpg,-4.036428,1,0,4.031367,82.23097,79.07098,0.243107,29.60335,359.0808
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_378.jpg,-2.117009,1,0,4.055884,82.37225,79.15101,0.2152425,29.18639,359.065
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_458.jpg,0,1,0,4.104766,82.65823,79.312,0.1815994,28.85643,359.0904
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_502.jpg,0,1,0,4.128995,82.80328,79.39285,0.1914287,28.80834,359.114
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_545.jpg,0,1,0,4.153445,82.94967,79.47408,0.2236969,28.78976,359.1426
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_585.jpg,-1.925348,1,0,4.177251,83.09756,79.55523,0.2760203,28.69898,359.1662
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_628.jpg,-3.751086,1,0,4.200887,83.24686,79.63594,0.3360472,28.47678,359.1861
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_671.jpg,-5.670237,1,0,4.223964,83.47338,79.75539,0.417089,27.84602,359.2107
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_711.jpg,-7.58879,1,0,4.258832,83.62608,79.83345,0.4507464,27.23172,359.2236
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_752.jpg,-9.401981,1,0,4.282063,83.7804,79.90947,0.4650482,26.43641,359.2186
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_795.jpg,-11.27244,1,0,4.304641,83.93638,79.98293,0.4538039,25.45126,359.1906
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_838.jpg,-13.16119,1,0,4.325968,84.09389,80.05333,0.4049584,24.26397,359.1409
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_920.jpg,-15,1,0,4.36634,84.41361,80.18298,0.1841805,21.38617,358.9542
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_16_963.jpg,-15,1,0,4.385029,84.57577,80.24207,0.01620953,19.85921,358.8214
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_17_005.jpg,-15,0.8725595,0,4.405348,84.74065,80.29894,359.9244,18.41879,358.713
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_17_047.jpg,-15,0.7464175,0,4.415416,84.90887,80.35371,359.9555,17.11415,358.6582
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_17_092.jpg,-15,0.6202676,0,4.422495,85.1638,80.42995,0.02855835,15.1084,358.6715
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_17_172.jpg,-15,0.3657742,0,4.433419,85.5047,80.51877,359.9598,12.28999,358.8196
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_17_216.jpg,-15,0.2431448,0,4.428579,85.67851,80.5543,0.007147526,10.84456,358.8262
