Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_320.jpg,-15,0,0,-0.1356522,102.9407,193.0349,358.917,351.9586,359.8771
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_371.jpg,-15,0,0,-0.1464473,102.9406,193.0348,359.0674,349.2639,0.2679444
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_422.jpg,-15,0,0,-0.1244577,102.9406,193.0347,359.1818,347.467,0.4807791
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_475.jpg,-15,0,0,-0.111429,102.9405,193.0345,359.4071,344.7704,0.6979516
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_525.jpg,-15,0,0,-0.1017794,102.9405,193.0344,359.5858,342.9713,0.7897484
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_579.jpg,-15,0,0,-0.1008582,102.9404,193.0344,359.8635,340.271,0.8917138
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_631.jpg,-15,0,0,-0.09609179,102.9402,193.0344,0.1059134,337.5699,0.9779891
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_684.jpg,-15,0,0,-0.07799412,102.9401,193.0343,0.2261877,335.7692,1.003342
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_739.jpg,-15,0,0,-0.0453236,102.94,193.0344,0.3212474,333.0696,0.9563007
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_799.jpg,-15,0,0,-0.04534614,102.9399,193.0344,0.3152274,330.3708,0.7959378
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_859.jpg,-15,0,0,-0.05379108,102.9399,193.0345,0.3108258,327.6705,0.6260585
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_923.jpg,-15,0,0,-0.05441209,102.9399,193.0345,0.3168922,324.9702,0.4602993
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_26_986.jpg,-15,0,0,-0.05258026,102.9399,193.0346,0.3317922,322.27,0.301857
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_055.jpg,-15,0,0,-0.0499034,102.94,193.0346,0.3623441,318.67,0.1067309
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_126.jpg,-15,0,0,-0.04652626,102.94,193.0347,0.3908429,315.9703,359.9755
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_200.jpg,-11.72479,0,0,-0.04117758,102.94,193.0348,0.4305632,312.9609,359.8196
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_240.jpg,-10.01785,0,0,-0.03818971,102.9401,193.0348,0.4438168,311.759,359.7545
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_320.jpg,-6.451528,0,0.117373,-0.02696711,102.9401,193.0349,0.443363,310.7744,359.6476
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_365.jpg,-4.589668,0,0.2414971,0.02255448,102.9401,193.0349,0.430858,310.7744,359.6051
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_408.jpg,-2.594175,0,0.37453,0.01916298,102.9401,193.0349,0.413674,310.7744,359.5706
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_451.jpg,-0.6492175,0,0.5041938,0.01684427,102.9402,193.0349,0.3805768,310.7744,359.5327
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_495.jpg,0,0,0.6322924,0.01444413,102.9402,193.0349,0.3546378,310.7744,359.5158
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_538.jpg,0,0,0.7639679,0.01366694,102.9402,193.0349,0.3264225,310.7743,359.5051
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_582.jpg,0,0,0.8950699,0.01339102,102.9402,193.0349,0.2966926,310.7742,359.4996
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_628.jpg,0,0,1,0.01347427,102.9402,193.0348,0.2659876,310.774,359.4989
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_672.jpg,0,0,1,0.01378666,102.9402,193.0348,0.2185393,310.7737,359.5065
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_713.jpg,0,0,1,0.01456834,102.9402,193.0348,0.1864284,310.7736,359.5168
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_758.jpg,0,0,1,0.01518486,102.9402,193.0348,0.1542785,310.7734,359.531
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_802.jpg,0,0,1,0.01580678,102.9402,193.0348,0.1223702,310.7733,359.5486
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_847.jpg,0,0,1,0.01639491,102.9402,193.0348,0.09096557,310.7732,359.5695
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_890.jpg,0,0,1,0.01691296,102.9402,193.0347,0.04533788,310.773,359.6057
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_935.jpg,0,0,1,0.01750551,102.9402,193.0347,0.01623361,310.7729,359.6328
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_27_978.jpg,0,0,1,0.01775599,102.9402,193.0347,359.9884,310.7728,359.6616
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_022.jpg,0,0,1,0.01788454,102.9402,193.0347,359.9621,310.7727,359.6919
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_065.jpg,-1.963067,0,1,0.01788687,102.9402,193.0347,359.9373,310.7726,359.7233
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_110.jpg,-3.933561,0,1,0.01776416,102.9402,193.0347,359.9035,310.7725,359.7715
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_153.jpg,-1.940647,0,1,0.0173563,102.9402,193.0347,359.8834,310.7724,359.804
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_199.jpg,-0.01533799,0,1,0.01694377,102.9402,193.0346,359.8652,310.7724,359.8365
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_243.jpg,0,0,1,0.01642781,102.9402,193.0346,359.8492,310.7723,359.8685
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_286.jpg,-1.971303,0,1,0.01582006,102.9402,193.0346,359.8351,310.7723,359.8998
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_330.jpg,-3.914817,0,1,0.0151302,102.9402,193.0346,359.8232,310.7723,359.9303
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_373.jpg,-5.875959,0,1,0.01437061,102.9402,193.0346,359.8094,310.7722,359.9737
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_418.jpg,-7.804713,0,1,0.0131285,102.9402,193.0346,359.8027,310.7722,0.000849616
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_461.jpg,-9.85923,0,1,0.01225276,102.9402,193.0346,359.7981,310.7722,0.02640156
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_505.jpg,-11.78173,0,1,0.01135518,102.9402,193.0346,359.7955,310.7722,0.05019562
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_551.jpg,-13.768,0,1,0.01045266,102.9402,193.0345,359.795,310.7723,0.08233997
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_594.jpg,-15,0,1,0,102.9402,193.0345,359.797,310.7723,0.1012778
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_638.jpg,-15,0,1,0,102.9402,193.0345,359.8006,310.7723,0.1181528
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_682.jpg,-15,0,1,0,102.9402,193.0345,359.8057,310.7723,0.1329293
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_725.jpg,-13.04307,0,1,0,102.9402,193.0345,359.8123,310.7723,0.1455943
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_771.jpg,-11.06798,0,0,0,102.9402,193.0345,359.8193,308.7802,0.1548249
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_815.jpg,0,0,0,0,102.9401,193.0345,359.8288,308.7802,0.1629605
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_859.jpg,0,0,0,0,102.9401,193.0345,359.8394,308.7802,0.1690989
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_901.jpg,0,0,0,0,102.9401,193.0345,359.8508,308.7802,0.1733021
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_946.jpg,0,0,0,0,102.9401,193.0345,359.8629,308.7802,0.175643
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_28_991.jpg,0,0,0,0,102.9401,193.0345,359.8822,308.7802,0.1758635
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_037.jpg,0,0,0,0,102.9401,193.0345,359.8956,308.7802,0.1739645
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_082.jpg,0,0,0,0,102.9401,193.0345,359.9092,308.7802,0.1705596
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_124.jpg,0,0,0,0,102.9401,193.0345,359.9229,308.7802,0.1657709
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_169.jpg,0,0,0,0,102.9401,193.0346,359.9366,308.7802,0.1597237
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_216.jpg,0,0.1365072,0,0,102.9399,193.0348,359.9507,308.8101,0.1484373
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_260.jpg,-2.108131,0.2770492,0,0,102.9406,193.034,359.9868,308.8257,0.1396101
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_302.jpg,-4.095561,0.4095446,0,0.01370477,102.9416,193.0326,0.03710857,308.8753,0.1294928
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_349.jpg,-5.999239,0.5364565,0,0.01891811,102.9429,193.0308,0.09604706,308.8,0.1164703
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_397.jpg,-8.10583,0.6768959,0,0.03705624,102.9461,193.0261,0.2247686,308.8096,0.09141587
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_439.jpg,-10.21208,0.8173122,0,0.07146851,102.9493,193.0214,0.3458781,308.7841,0.06993495
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_485.jpg,-12.13099,0.9452403,0,0.09118854,102.9534,193.0148,0.4920808,308.5455,0.03172406
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_529.jpg,-14.19504,1,0,0.1332648,102.9581,193.0068,0.6555429,308.4162,359.9789
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_575.jpg,-15,1,0,0.1662973,102.9667,192.9934,0.8931319,308.1446,359.9405
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_619.jpg,-15,1,0,0.2098009,102.9732,192.983,1.054618,307.8997,359.9263
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_664.jpg,-15,1,0,0.2494424,102.9802,192.9718,1.204194,307.7129,359.9294
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_709.jpg,-15,1,0,0.2762399,102.9878,192.9601,1.29743,307.4392,359.98
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_755.jpg,-15,1,0,0.3211851,102.9975,192.942,1.249412,306.9869,0.02045424
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_799.jpg,-15,1,0,0.3838865,103.0041,192.9297,1.156088,306.583,0.005943207
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_845.jpg,-15,1,0,0.3823245,103.0123,192.9156,1.105988,306.2569,9.82E-05
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_889.jpg,-15,1,0,0.4412806,103.0215,192.8995,1.091843,305.9063,359.9912
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_935.jpg,-15,1,0,0.474114,103.0365,192.8725,1.111747,305.4069,359.9728
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_29_981.jpg,-15,1,0,0.5193446,103.0476,192.8526,1.153895,305.101,359.9649
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_025.jpg,-15,1,0,0.5638233,103.059,192.832,1.183577,304.6374,359.971
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_072.jpg,-15,1,0,0.5807588,103.0766,192.7994,1.207213,303.8559,-0.002211791
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_119.jpg,-15,1,0,0.6262178,103.0884,192.7763,1.204833,303.384,0.000331631
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_164.jpg,-15,1,0,0.6671537,103.101,192.7518,1.205956,302.8218,0.006729974
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_208.jpg,-15,1,0,0.6932018,103.1138,192.7262,1.196361,302.2289,0.007082875
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_256.jpg,-15,1,0,0.7301199,103.1335,192.6855,1.182812,301.2688,0.007397364
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_300.jpg,-15,1,0,0.7688627,103.1473,192.6562,1.192964,300.6454,0.006525178
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_345.jpg,-15,1,0,0.807875,103.1609,192.6262,1.18825,300.0062,0.005253198
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_393.jpg,-15,1,0,0.8341672,103.1823,192.5779,1.201607,298.9785,0.007723066
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_438.jpg,-15,1,0,0.8882126,103.1967,192.544,1.205742,298.2851,0.00772412
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_485.jpg,-15,1,0,0.9235728,103.211,192.509,1.204302,297.5759,0.005132099
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_531.jpg,-15,1,0,0.955586,103.2326,192.4542,1.197468,296.5486,0.00037689
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_575.jpg,-15,1,0,0.9961227,103.247,192.416,1.191906,295.7996,-0.002704193
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_620.jpg,-15,1,0,1.025547,103.2613,192.3764,1.194374,295.026,359.9933
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_668.jpg,-15,1,0,1.05747,103.2756,192.3353,1.20373,294.2426,359.9884
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_713.jpg,-15,1,0,1.088595,103.297,192.2709,1.217629,293.1221,359.9805
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_759.jpg,-15,1,0,1.14323,103.3109,192.2265,1.213912,292.3597,359.9764
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_804.jpg,-15,1,0,1.174439,103.3246,192.1808,1.205871,291.5428,359.973
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_852.jpg,-15,1,0,1.203564,103.3447,192.1096,1.202389,290.293,359.9663
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_895.jpg,-15,1,0,1.245001,103.3576,192.0604,1.203979,289.4425,359.9602
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_941.jpg,-15,1,0,1.27594,103.3702,192.0097,1.206821,288.5759,359.9529
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_30_987.jpg,-15,1,0,1.307081,103.3824,191.9578,1.206569,287.6902,359.9488
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_033.jpg,-15,1,0,1.338454,103.3996,191.8773,1.201426,286.3417,359.9403
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_078.jpg,-15,1,0,1.387719,103.4103,191.8222,1.190447,285.4143,359.9371
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_121.jpg,-15,1,0,1.417449,103.4203,191.7657,1.179968,284.4718,359.9278
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_169.jpg,-15,1,0,1.446768,103.4297,191.7078,1.170271,283.5145,359.9139
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_214.jpg,-15,1,0,1.476476,103.4423,191.6186,1.149616,282.0505,359.8911
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_257.jpg,-15,1,0,1.521372,103.4496,191.5576,1.130704,281.0573,359.8739
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_303.jpg,-15,1,0,1.550862,103.456,191.4953,1.109481,280.0491,359.8524
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_348.jpg,-15,1,0,1.580934,103.4615,191.4319,1.082789,279.0287,359.8307
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_393.jpg,-15,1,0,1.610606,103.4678,191.3344,1.0394,277.4734,359.7896
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_438.jpg,-15,1,0,1.654825,103.4707,191.268,1.007312,276.4213,359.758
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_481.jpg,-15,1,0,1.683645,103.4724,191.2005,0.9682795,275.3549,359.7271
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_525.jpg,-15,1,0,1.713475,103.4729,191.1318,0.9290487,274.2784,359.6898
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_572.jpg,-15,1,0,1.742008,103.4713,191.0267,0.8623155,272.6404,359.6318
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_615.jpg,-15,1,0,1.785536,103.4685,190.9554,0.8138306,271.5338,359.5894
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_659.jpg,-13.02952,1,0,1.814296,103.465,190.8827,0.771172,270.5085,359.5527
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_703.jpg,-11.09711,1,0,1.845332,103.4609,190.8088,0.7382703,269.6036,359.5256
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_750.jpg,-9.083031,1,0,1.875926,103.4541,190.6953,0.7074679,268.469,359.5064
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_793.jpg,-6.994779,1,0,1.921256,103.449,190.6179,0.6995593,267.8508,359.5094
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_838.jpg,-5.055229,1,0,1.951481,103.444,190.5391,0.7031648,267.3745,359.5299
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_882.jpg,-3.040395,1,0,1.981481,103.439,190.4588,0.7232712,267.0499,359.5658
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_923.jpg,-1.074865,1,0,2.011751,103.4343,190.3768,0.7675517,266.8834,359.6129
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_31_970.jpg,0,1,0,2.040633,103.4299,190.2933,0.8328878,266.8333,359.6711
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_012.jpg,0,1,0,2.069336,103.4233,190.1653,0.9639861,266.8277,359.7663
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_057.jpg,0,1,0,2.112471,103.4189,190.0783,1.065897,266.8391,359.8368
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_101.jpg,0,1,0,2.140641,103.4145,189.99,1.168725,266.8557,359.9192
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_143.jpg,0,1,0,2.16981,103.41,189.9005,1.277229,266.8693,0.000385675
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_187.jpg,0,1,0,2.199128,103.4043,189.8105,1.353876,266.8511,0.005512157
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_235.jpg,0,1,0,2.227524,103.3961,189.6751,1.355941,266.8503,0.002727353
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_278.jpg,2.117522,1,0,2.275092,103.3916,189.5839,1.316524,266.9671,0.000969472
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_320.jpg,4.069273,1,0,2.306229,103.3882,189.4913,1.289354,267.2317,-0.000286097
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_365.jpg,5.964234,1,0,2.335613,103.386,189.3972,1.277133,267.6572,0.006608658
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_409.jpg,7.999563,1,0,2.362916,103.3854,189.302,1.271397,268.2596,0.03762566
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_454.jpg,6.019176,1,0,2.389004,103.3851,189.1571,1.259202,269.1142,0.06324091
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_498.jpg,4.036673,1,0,2.431956,103.3851,189.0591,1.248049,269.5634,0.0624408
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_542.jpg,2.034483,1,0,2.461758,103.3849,188.9598,1.240578,269.8496,0.04564415
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_587.jpg,0.02170801,1,0,2.490612,103.3843,188.8592,1.249658,269.9579,0.02038759
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_633.jpg,0,1,0,2.51935,103.3838,188.7055,1.291263,269.9962,0.00215059
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_678.jpg,-2.034964,1,0,2.561248,103.3832,188.6015,1.3327,269.9029,0.002414664
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_723.jpg,-4.060247,1,0,2.588821,103.3818,188.4966,1.360428,269.6483,0.003837516
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_771.jpg,-6.100388,1,0,2.615711,103.3774,188.3381,1.352143,268.9459,0.003171639
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_815.jpg,-8.208056,1,0,2.658254,103.3722,188.2316,1.321424,268.2813,359.9793
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_863.jpg,-10.24866,1,0,2.685902,103.3647,188.1243,1.280783,267.4327,359.9304
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_909.jpg,-12.38891,1,0,2.711049,103.3547,188.0166,1.217392,266.3817,359.8633
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_32_957.jpg,-14.47395,1,0,2.736045,103.3344,187.8549,1.0675,264.4579,359.7278
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_33_003.jpg,-15,1,0,2.772281,103.3175,187.7469,0.9336605,263.0648,359.6193
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_33_051.jpg,-12.90224,1,0,2.797278,103.2881,187.5841,0.711099,261.1191,359.4443
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_33_096.jpg,-10.75901,1,0,2.838308,103.2663,187.4747,0.5580311,259.9797,359.327
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_33_142.jpg,-8.708207,1,0,2.865819,103.2429,187.3644,0.4096294,259.0143,359.2167
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_33_191.jpg,-6.633773,1,0,2.893923,103.2055,187.1969,0.2180021,257.8917,359.0621
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_29_33_238.jpg,-4.432057,1,0,2.934438,103.1795,187.0838,0.1051091,257.3347,358.9863
